имя,фамилия,год рождения,место проживания,место работы,средняя зарплата в год,образование,судимости
Владимир,Михайлов,1993,Алматы,ГК Ромашка,40128,Бакалавр,есть
Бакыт,Павлов,1969,Астана,MegaCorp,35997,Среднее,нету
Hiroshi,Wang,1967,Кызыл-Кыя,Global Tech,61076,Бакалавр,нету
Светлана,Байгазиев,1972,Новосибирск,Салон Красоты,73294,Бакалавр,нету
Екатерина,Козлов,1969,Санкт-Петербург,АО Техно,45520,Среднее специальное,нету
Айгерим,Орлов,2002,Лондон,GreenFarm,65699,Магистр,нету
Юлия,Rodriguez,1969,Лондон,Нет места работы,48406,Среднее специальное,нету
Светлана,Anderson,1992,Сеул,GreenFarm,46044,Неполное высшее,нету
Максим,Бектуров,1944,Тбилиси,Нет места работы,64131,Магистр,нету
John,Байгазиев,1981,Жалал-Абад,АО Техно,34319,Неполное высшее,нету
Ahmed,Kim,1974,Сеул,IT Studio,50652,Среднее специальное,нету
Владимир,Иванов,1980,Талас,MegaCorp,77473,Магистр,нету
Aisha,Орлов,1947,Алматы,Ресторан,60669,Бакалавр,нету
Michael,Hernandez,1953,Ош,Ресторан,45693,Бакалавр,есть
Егор,Гусев,2003,Нарын,Нет места работы,35769,Неполное высшее,нету
Николай,Сидоров,1992,Кант,Фабрика,33695,Среднее,нету
Lucas,Карабаев,1992,Москва,ТранспортСервис,31074,Среднее,нету
Асель,Титов,1976,Алматы,ИП Сидоров,89698,Магистр,нету
Иван,Беляев,2005,Санкт-Петербург,MegaCorp,64650,Бакалавр,нету
Mehmet,Ниязов,1985,Ереван,GreenFarm,74230,Бакалавр,нету
Станислав,Козлов,1973,Нью-Йорк,Global Tech,40697,Среднее,нету
Кирилл,Сафонов,1946,Токио,ООО Строй,61662,Магистр,нету
Нурлан,Михайлов,2003,Екатеринбург,ООО Строй,57133,Бакалавр,нету
Юлия,Карабаев,1984,Берлин,Нет места работы,47787,Среднее специальное,нету
Данияр,Лебедев,1977,Сеул,Ресторан,81748,Магистр,нету
Ali,Федоров,2005,Чолпон-Ата,Школа №1,61557,Бакалавр,нету
Максим,Сидоров,1944,Ереван,Банк,66499,Бакалавр,нету
Кирилл,Rahman,1971,Нарын,Global Tech,38180,Среднее специальное,нету
Чыңгыз,Gonzalez,1984,Ереван,Банк,40851,Среднее специальное,нету
Максим,Иванов,1983,Лондон,ТранспортСервис,49038,Среднее специальное,нету
Yuki,Курманалиев,1969,Кант,ГК Ромашка,67398,Бакалавр,нету
Ксения,Бектуров,1966,Мехико,Школа №1,27670,Неполное высшее,есть
Дмитрий,Taylor,1967,Нарын,IT Studio,67932,Магистр,нету
Sophia,Chen,1974,Сеул,ГК Ромашка,24710,Неполное высшее,есть
Владимир,Морозов,1952,Токио,ГК Ромашка,44029,Среднее,нету
Liu,Соколов,1980,Кант,GreenFarm,36881,Неполное высшее,нету
Fatima,Harris,1946,Алматы,ТранспортСервис,43672,Среднее,нету
Дмитрий,Johnson,1956,Казань,Фабрика,68932,Бакалавр,нету
Алиса,Романов,1994,Москва,Global Tech,25691,Среднее специальное,есть
Omar,Попов,2001,Астана,ООО Строй,62306,Бакалавр,нету
Wei,Lopez,2003,Берлин,GreenFarm,43246,Неполное высшее,нету
Артур,Абдыкадыров,1953,Токио,GreenFarm,45279,Среднее специальное,нету
Ксения,Gonzalez,1986,Екатеринбург,Банк,102532,Доктор,нету
Юлия,Сидоров,1952,Новосибирск,GreenFarm,70088,Магистр,нету
Ali,Бектуров,1997,Сеул,ГК Ромашка,71452,Магистр,нету
Нурия,Кудрявцев,1964,Чолпон-Ата,ООО Строй,31222,Среднее,нету
Валерия,Жолдошев,2003,Москва,Салон Красоты,82613,Магистр,нету
Fatima,Калмурзаев,1986,Лондон,Нет места работы,30499,Среднее,нету
Михаил,Воробьев,2003,Астана,ТранспортСервис,51086,Среднее специальное,нету
Wei,Martin,1947,Стамбул,Компания А,33440,Среднее,нету
Андрей,Taylor,1964,Токтогул,Нет места работы,46760,Бакалавр,есть
Элина,Егоров,1961,Нью-Йорк,Банк,68813,Бакалавр,нету
Mehmet,Бектуров,1989,Стамбул,Нет места работы,34719,Среднее,нету
Екатерина,Морозов,1984,Талас,Нет места работы,54853,Бакалавр,нету
Сергей,Jackson,1981,Екатеринбург,IT Studio,57696,Бакалавр,нету
Жаныбек,Семенов,1988,Берлин,Ресторан,36226,Неполное высшее,нету
Бакыт,Орлов,2010,Кант,нет места работы,0,Среднее,нету
Lucas,Ершов,2003,Екатеринбург,ООО Строй,52797,Магистр,есть
Robert,Wang,1982,Бишкек,MegaCorp,38109,Бакалавр,есть
Екатерина,Гусев,1943,Чолпон-Ата,Школа №1,36988,Среднее,нету
Noah,Павлов,1975,Кант,ИП Сидоров,78871,Магистр,нету
Michael,Harris,1988,Токио,Фабрика,33544,Среднее,нету
Алексей,Соколов,1940,Талас,IT Studio,43857,Среднее специальное,нету
James,Smith,1986,Нью-Йорк,Нет места работы,44166,Среднее специальное,нету
Айнура,Соколов,1947,Москва,Медцентр,33639,Среднее,нету
Андрей,Жолдошев,1994,Стамбул,Школа №1,72574,Бакалавр,нету
Анна,Калмурзаев,1982,Кызыл-Кыя,Школа №1,70327,Магистр,нету
Азамат,Воробьев,2009,Ереван,нет места работы,0,Среднее,нету
Omar,Wang,1948,Лондон,АО Техно,87933,Магистр,нету
Нурзат,Семенов,1985,Сеул,Салон Красоты,35868,Среднее,нету
John,Лебедев,1968,Новосибирск,АО Техно,68810,Магистр,нету
Ирина,Harris,2000,Екатеринбург,GreenFarm,75365,Бакалавр,нету
Robert,Jackson,1944,Тбилиси,Нет места работы,74328,Магистр,нету
James,Новиков,1959,Каракол,Global Tech,67857,Бакалавр,нету
Omar,Chen,2006,Жалал-Абад,Global Tech,73607,Бакалавр,нету
Светлана,Мамытов,1967,Екатеринбург,Ресторан,41927,Неполное высшее,нету
David,Киселев,1997,Кант,Школа №1,86155,Магистр,нету
Николай,Hernandez,1996,Нарын,GreenFarm,89469,Магистр,нету
Дмитрий,Семенов,1964,Сеул,Медцентр,69248,Бакалавр,нету
Екатерина,Новиков,1981,Казань,Фабрика,36334,Среднее специальное,нету
Владимир,Li,1963,Жалал-Абад,ГК Ромашка,67157,Бакалавр,нету
Sophia,Соколов,1993,Токио,Банк,43911,Неполное высшее,нету
Валерия,Павлов,1987,Мехико,MegaCorp,53682,Бакалавр,нету
Ксения,Гусев,1948,Санкт-Петербург,Ресторан,41683,Среднее,нету
Дмитрий,Кузнецов,1975,Мадрид,IT Studio,27728,Среднее специальное,есть
Бакыт,Козлов,1984,Берлин,ООО Строй,52049,Магистр,есть
Светлана,Lopez,1951,Сеул,Банк,62138,Бакалавр,нету
Hiroshi,Лебедев,1942,Ереван,АО Техно,46893,Среднее специальное,нету
Wei,Морозов,1977,Жалал-Абад,Ресторан,63833,Магистр,нету
Ali,Martin,1959,Пекин,Нет места работы,73176,Бакалавр,нету
Ahmed,Лебедев,1943,Москва,Медцентр,58401,Бакалавр,нету
Иван,Мамытов,2001,Алматы,Нет места работы,55888,Бакалавр,нету
